AD_wx (rad/s),AD_wy (rad/s),AD_wz (rad/s)
1.175578911178611958e-04,1.167970115407949581e-04,1.194579193924450746e-04
1.145227632950653496e-04,1.168746740726679965e-04,1.142899266103877061e-04
1.159569479827239760e-04,1.140743342186488561e-04,1.136814645561314084e-04
1.125989916938873500e-04,1.115900362528471671e-04,1.110815791586968740e-04
1.110021295085887816e-04,1.104704545592624003e-04,1.099184506910033166e-04
1.121313419562296231e-04,1.065816845406367553e-04,1.094684714777439342e-04
1.103807571905300811e-04,1.095322521596828988e-04,1.082854174358266388e-04
1.070673226815042483e-04,1.046957329768513601e-04,1.063471122864056002e-04
1.078974763314044283e-04,1.053476258752398517e-04,1.055532383887734945e-04
1.056345007985385421e-04,1.033125690894819626e-04,1.064721599871548105e-04
1.043161695469777846e-04,1.041989243233731118e-04,1.035844485855224770e-04
1.048351218291576647e-04,1.020161687574471242e-04,1.028892864231313576e-04
1.027181185973717657e-04,1.019873620584526203e-04,1.018092460096057535e-04
1.020038936070540817e-04,9.943312013196452443e-05,1.021135237084277422e-04
1.011786049392956229e-04,9.851533355323295463e-05,1.010274085949021416e-04
9.986980367297379425e-05,9.581951845176965967e-05,9.918814727892019255e-05
9.991739879862101062e-05,9.506032894106609152e-05,9.736058098320044885e-05
9.936767731000773418e-05,9.332677497559685941e-05,9.631265410219327602e-05
9.974200200566381823e-05,9.515345901307378155e-05,9.820138798861694635e-05
9.541424088436226668e-05,9.270452254005783952e-05,9.412740708173998236e-05
9.572476559356472067e-05,9.197918039319123772e-05,9.330593607527220190e-05
9.523132570373578842e-05,9.231825760064367599e-05,9.279193682322249895e-05
9.349302755131853404e-05,9.199439037750698628e-05,9.237725647901189746e-05
9.429370036329113832e-05,9.000600134197207097e-05,9.190545788747620762e-05
9.218489009370814087e-05,9.198914467049211464e-05,9.163264989782993479e-05
9.153368236405586347e-05,8.831844733304064921e-05,8.944396102856222149e-05
8.951563055523173950e-05,8.831652191805408961e-05,8.995554849094647030e-05
9.213729466291403910e-05,8.642283434309284507e-05,8.987096846579375803e-05
8.901783804200191492e-05,8.642977424473427908e-05,8.794823434492701428e-05
8.902029573101941009e-05,8.696876468755226398e-05,8.805937186491279622e-05
8.605260034638392895e-05,8.543685114697263162e-05,8.755057669438853264e-05
8.846834824069507708e-05,8.478849430144697096e-05,8.482185120273932248e-05
8.707978958986796014e-05,8.388320475602385924e-05,8.488285584600233546e-05
8.542198130831388507e-05,8.202554022910902101e-05,8.548598098795923942e-05
8.596439369878976125e-05,8.286395211270596018e-05,8.569886403604758964e-05
8.310032899363348408e-05,8.099666381813200896e-05,8.209454413354969103e-05
8.356248730736108652e-05,8.353577499548016339e-05,8.327113632911204431e-05
8.367983991336284174e-05,7.979951102231516160e-05,8.411644421226058179e-05
8.315938186976360163e-05,8.181698276312045291e-05,8.296357613451123150e-05
8.447673599454492716e-05,7.896792375950450918e-05,8.305625193094393305e-05
8.288902478566254832e-05,7.904614646828758706e-05,8.200360523302609812e-05
8.357402732223249910e-05,7.948911562479348274e-05,7.998069897954312643e-05
8.309926282277622261e-05,7.710966561511942824e-05,7.962356670328903845e-05
8.060527413445603927e-05,7.764700337753244945e-05,8.167586565023834640e-05
7.840237496081693853e-05,7.741116778944113564e-05,7.775217716335817227e-05
7.970649957546045283e-05,7.638205788387998239e-05,7.962510486303262913e-05
7.928326812191576227e-05,7.773195950263075526e-05,7.728794927531698351e-05
7.772325385869602830e-05,7.636311322986187502e-05,7.905372059923306525e-05
7.775187296599931437e-05,7.429957066894832284e-05,7.932502401107285103e-05
7.798365951620831696e-05,7.423366919137393727e-05,7.613980730902526447e-05
7.619720947017739855e-05,7.351636929005485376e-05,7.562992416733528697e-05
7.473372585570680260e-05,7.397436884326947842e-05,7.678209319919262381e-05
7.665131595244389039e-05,7.360508835755953411e-05,7.748963068305045148e-05
7.593651745863522564e-05,7.246419345478935427e-05,7.560033681020031620e-05
7.561823705965362518e-05,7.388648633266252689e-05,7.539773688103768457e-05
7.247498450780310545e-05,7.501510571339193754e-05,7.390617049557091545e-05
7.468942679835050241e-05,7.424860683020683663e-05,7.378502847049911006e-05
7.390545305412330184e-05,7.244765205755667782e-05,7.222909799889423970e-05
7.439588916736774075e-05,7.244891795035550679e-05,7.325844066268540056e-05
7.326018970098162125e-05,7.309958842999467079e-05,7.340933724468091319e-05
7.313870879830581856e-05,7.284840853613225569e-05,7.289350784727945598e-05
7.298565598683117318e-05,7.324587093462733563e-05,7.064715776298772175e-05
7.396419471059589824e-05,7.269221566745352877e-05,7.140019945652725016e-05
7.195969473211793728e-05,7.255918157798345119e-05,6.970740877420975512e-05
7.214302145885000009e-05,6.899616250127602729e-05,6.954789498073881467e-05
7.192862939228527154e-05,6.978201662158461916e-05,6.868595589604479731e-05
6.962274063320239635e-05,6.881251239922486134e-05,6.930575941718927736e-05
7.221732083015671561e-05,6.905076653585197528e-05,6.959438859942610042e-05
7.034667996155400174e-05,6.847208945644355925e-05,6.906883171515369507e-05
6.898105473368830757e-05,6.796553821525237206e-05,7.143384469698558115e-05
6.809209133612129485e-05,6.783262024864818835e-05,6.959053784517279357e-05
6.948195644826014525e-05,6.678464882124155518e-05,7.040152422206203255e-05
6.698254431848560603e-05,6.610329333396184378e-05,6.731144257908991955e-05
7.120022029180115403e-05,6.625004455678074793e-05,6.813800112894534335e-05
6.803158973293373752e-05,6.667814053531714912e-05,6.636715736678039704e-05
6.801162501152511607e-05,6.660215378563979138e-05,6.798609511834359021e-05
6.961428741556839725e-05,6.703843324623579339e-05,6.558827607762946290e-05
6.701798595278470581e-05,6.524183423421731781e-05,6.738517819305806650e-05
6.626588641913887213e-05,6.641655455514289101e-05,6.750643096917538629e-05
6.854852956847324230e-05,6.660772690302902864e-05,6.405157411060595257e-05
6.600471555052344263e-05,6.688223045104212062e-05,6.675159002320815965e-05
6.757277618189427989e-05,6.574680809629267122e-05,6.534564988257548037e-05
6.641420714513561691e-05,6.568824574685771698e-05,6.546828391144494919e-05
6.588730715343188112e-05,6.395708624911858970e-05,6.592344648624078691e-05
6.567289702995886193e-05,6.425689861436719211e-05,6.421798887281178643e-05
6.655589998950641123e-05,6.519308461218459284e-05,6.657238818289377340e-05
6.578138480235474735e-05,6.307798728661545042e-05,6.456975169849501919e-05
6.550511488559989791e-05,6.517497746399804402e-05,6.729695548603594141e-05
6.628761241215768546e-05,6.383624736249611748e-05,6.611974435750188708e-05
6.567442902969869824e-05,6.235952869036519948e-05,6.450535953439634777e-05
6.430886460612293828e-05,6.345358137209142267e-05,6.381814087995412365e-05
6.445216063570788638e-05,6.454375421635333407e-05,6.493408694300884844e-05
6.379180510193690004e-05,6.266824138250957877e-05,6.419937223090172763e-05
6.404381550608550893e-05,6.206664762427912662e-05,6.383350027450314899e-05
6.425918979238770719e-05,5.860114295220461556e-05,6.330046113580303888e-05
6.492790416074698857e-05,6.175985213086191479e-05,6.201629938152530494e-05
6.158526634260442557e-05,6.032038968975804064e-05,6.252991669605743852e-05
6.213537766657553077e-05,6.355389710077609042e-05,6.064082175322553367e-05
6.484812817787040352e-05,6.146040060241006106e-05,6.342316271779495959e-05
6.166486743811139628e-05,6.272098197686730198e-05,6.498418322550457915e-05
6.213088959407643899e-05,6.148215560779180747e-05,6.055449134829245310e-05
6.571472338293395869e-05,6.027619578875523427e-05,6.256573469185781509e-05
6.095127623152512761e-05,6.182530057902743247e-05,6.052456461967587506e-05
6.110441715258377359e-05,6.159628429209915059e-05,6.119623697211284616e-05
6.165834726751250083e-05,5.777046105172253403e-05,6.044513047181932408e-05
6.024981687610426063e-05,5.892693095860423069e-05,6.175583637834859859e-05
6.228009028203192502e-05,6.003649528835069629e-05,6.062642522713658196e-05
6.026694339101789456e-05,5.885020431499438749e-05,5.923648138057568686e-05
6.084881282755341079e-05,5.945824194651598928e-05,5.836855742518794529e-05
6.078320939763577732e-05,5.775219924650340264e-05,5.995804761023298040e-05
5.946049977588285893e-05,5.973391650664919094e-05,5.780305498329081735e-05
5.849197779842787802e-05,5.826164013090795343e-05,5.871915097559545388e-05
6.164448675397276190e-05,5.818271786679417946e-05,6.021354075721720373e-05
6.008931735692928984e-05,5.780222870347618744e-05,5.936913142006917688e-05
5.860967855063364427e-05,5.962644188106944263e-05,5.831838226366327534e-05
5.786111287056028366e-05,5.849429488218375433e-05,5.885243739261974109e-05
6.064841823920282546e-05,5.823313603759624346e-05,5.893755316021261710e-05
5.999761555971179977e-05,5.787918813785894245e-05,5.913611327381384250e-05
6.017894172347791100e-05,5.753845285373349299e-05,5.808538318526142472e-05
5.934289820283974407e-05,5.825095786155928872e-05,5.789137522516774178e-05
5.967852851666608736e-05,5.510571239834641808e-05,5.635174823684251701e-05
5.944628895387915455e-05,5.655216370245295704e-05,5.683295009077639836e-05
5.953475613567867016e-05,5.669506728199199473e-05,5.852422965945272093e-05
5.983001499685053072e-05,5.658994792672353519e-05,5.533313041389450044e-05
5.989691902813007029e-05,5.680754310372484810e-05,5.687118138281165475e-05
5.629809166569703474e-05,5.506929657761747637e-05,5.527206531135220796e-05
5.782558698641951589e-05,5.516188655538856617e-05,5.577146401269745190e-05
5.647237648400993968e-05,5.316589512058297168e-05,5.621337155320699620e-05
5.694671879698160507e-05,5.554382353300464149e-05,5.579305295526509764e-05
5.800134233405583329e-05,5.326724638763427047e-05,5.715872315250135853e-05
5.699427369730866277e-05,5.512744523766374325e-05,5.638946535009187357e-05
5.649051484049473612e-05,5.690197270477506658e-05,5.503876090082715207e-05
5.678872187580416759e-05,5.512904646536259077e-05,5.728991160482428788e-05
5.523414177075779206e-05,5.441572424468915029e-05,5.656517217530662305e-05
5.574195107342168516e-05,5.512104708863721205e-05,5.598544399255413456e-05
5.665314162372358007e-05,5.296932433998491704e-05,5.564413885305487245e-05
5.511193013383035733e-05,5.556113989600423066e-05,5.587063716285931741e-05
5.516659116639217202e-05,5.483044993600839505e-05,5.327953111965244522e-05
5.565990866858972993e-05,5.436576648168336533e-05,5.663980192259549147e-05
5.687545079851521622e-05,5.293810867359418531e-05,5.520441266135411190e-05
5.406076849233994869e-05,5.329723316343038458e-05,5.185477219406068314e-05
5.406515325389999290e-05,5.288230659400556096e-05,5.508933698637417649e-05
5.508297828824261581e-05,5.174355237232445090e-05,5.444340932638094344e-05
5.384260952522428994e-05,5.429298802118389820e-05,5.374580925922208132e-05
5.107207782748977506e-05,5.347772668470928363e-05,5.339782544304951483e-05
5.642192681447257430e-05,5.194250935141031127e-05,5.261581757017585618e-05
5.609972183656027089e-05,5.295983847742021856e-05,5.490150832817594059e-05
5.456780984924733619e-05,5.148441311338148587e-05,5.284886109633427830e-05
5.431327110653419459e-05,5.206316464426367620e-05,5.458916066250789676e-05
5.471605960703193231e-05,5.267277142936576019e-05,5.264104069460983162e-05
5.349453860755283807e-05,5.277678729262046451e-05,5.401476759592868123e-05
5.313259774346037269e-05,5.212922831380632565e-05,5.173236700949132534e-05
5.230459662123144256e-05,5.233101549499204642e-05,5.282655422100699045e-05
5.377552503797151338e-05,5.133405445641311352e-05,5.218798391753033656e-05
5.228751945819924295e-05,5.112031848336684762e-05,5.178097915068322461e-05
5.316661021326714217e-05,5.104987591789101296e-05,5.378520591903809491e-05
5.350135242272284893e-05,4.934747391049879587e-05,5.251858020224735199e-05
5.366215398426472667e-05,5.019661539964400960e-05,5.292526896509456658e-05
5.174604635886299907e-05,5.132703820917989120e-05,5.144230092706937547e-05
5.084572560860230883e-05,5.105705281453158645e-05,5.271191943585253737e-05
5.110547639557968196e-05,5.058153415953447107e-05,5.208069850191844510e-05
5.194094826135032248e-05,5.079197437022594440e-05,5.045941979042189193e-05
5.081322995709965014e-05,5.139307677973832967e-05,5.144991305449778037e-05
5.364838025299518694e-05,4.973082910313034161e-05,5.230384198412103293e-05
5.163322486327171868e-05,5.003706544031942533e-05,5.085034052657113636e-05
5.144221452368231940e-05,5.067403149797950710e-05,5.090037852212457776e-05
5.084210352686104636e-05,4.882395630447023999e-05,5.035226352518637477e-05
5.249650198726924394e-05,5.088985395345297432e-05,5.285884490711576216e-05
4.918970337267473980e-05,5.072758007656278355e-05,5.166424308754796686e-05
5.042974363314972868e-05,4.892164798659408471e-05,5.129213829776166648e-05
5.137620121421704528e-05,4.935692979521283461e-05,5.094232050310685709e-05
5.208588630004224866e-05,4.837390363523502457e-05,4.975588272039969869e-05
5.130476423909034202e-05,4.937055131058402094e-05,4.908154782180805146e-05
5.171706649427687443e-05,4.870580974396383192e-05,4.910940744508345061e-05
4.853698060321920079e-05,4.881841690997476324e-05,5.035290589926713536e-05
5.078733977003854083e-05,4.935311563621216707e-05,4.926296903318867635e-05
5.079497873346606009e-05,4.764337941398171628e-05,5.122648611198744899e-05
5.032942349506040936e-05,4.803307020756635601e-05,4.960615658977784591e-05
5.039941198008411085e-05,4.737900479344304885e-05,4.856811570377456415e-05
5.044707975649636303e-05,4.976427804187436840e-05,4.910501556035469300e-05
5.171616048871091419e-05,4.867332995822071896e-05,5.038423527528864901e-05
5.169478677453723383e-05,4.635804714987264179e-05,4.873389689775746799e-05
5.033566962567579604e-05,4.991566804064878550e-05,4.901401464718789709e-05
4.804999078442416988e-05,4.730497765992617356e-05,4.920014672431487072e-05
5.028403427406512798e-05,4.687797615214095627e-05,4.768949438143289013e-05
5.153127201286618905e-05,4.746731961265600747e-05,4.748929330407270568e-05
5.070669836171476927e-05,4.592076745648647783e-05,4.848060858394967042e-05
4.951713824349082650e-05,4.798868032812910047e-05,4.858990626861502880e-05
5.098673163935395577e-05,5.011670518823007503e-05,4.896524627080140282e-05
4.916798203456896460e-05,4.774059442607213994e-05,4.747570604782932801e-05
4.932936626345481518e-05,4.797159340593638692e-05,4.851424101262917580e-05
4.737439062597562117e-05,4.727035348664568201e-05,4.718515164698033589e-05
4.828423720291926048e-05,4.566840162581142873e-05,4.745501695686839657e-05
4.854372140653926169e-05,4.766439225039036803e-05,4.699454744402485634e-05
4.845695260028656690e-05,4.714854203514324708e-05,4.519081313644052449e-05
4.883014223518663296e-05,4.538407773912307935e-05,4.845487976325716555e-05
4.999031418330328276e-05,4.521927980356418381e-05,4.708155519762477064e-05
4.797908067073002026e-05,4.592226365406971885e-05,4.708884242032190283e-05
4.863728587487133048e-05,4.743259476937809228e-05,4.595131341852203927e-05
4.865074565074449465e-05,4.693260049549733201e-05,4.683600236418078802e-05
4.997660627265271098e-05,4.449525375718784960e-05,4.553669303104596126e-05
4.623959277781483954e-05,4.536122939593992823e-05,4.459556329561376931e-05
4.715380696804508055e-05,4.508645842923655607e-05,4.525736078971107198e-05
4.590944881103915212e-05,4.478748365562886934e-05,4.504274938147163746e-05
4.836457464301548360e-05,4.451772816955834280e-05,4.583925045472489766e-05
4.616121821978830941e-05,4.512698384098603690e-05,4.579983236360767203e-05
4.755945953276303464e-05,4.480852064576149100e-05,4.673413013714977139e-05
4.688227400613766740e-05,4.307416877619075802e-05,4.427733754521574663e-05
4.935541295028193819e-05,4.572065232969324924e-05,4.595156230306426010e-05
4.700120971601365837e-05,4.592307030200338901e-05,4.468223590975858942e-05
4.708929399226495629e-05,4.438891466111966039e-05,4.725120261068877073e-05
4.615270666928079885e-05,4.686832424877962662e-05,4.504775234544754881e-05
4.758696580023085446e-05,4.511929804558915773e-05,4.561215331813075688e-05
4.723349580384723738e-05,4.361458496157638300e-05,4.810461814258498226e-05
4.723060424370562841e-05,4.245641332302993746e-05,4.617566387104185001e-05
4.420735045229035515e-05,4.524177302322886609e-05,4.714303778027447274e-05
4.731901206018435899e-05,4.558047111305443182e-05,4.422632527623587091e-05
4.513319817502520767e-05,4.258682833001981157e-05,4.618950568170302829e-05
4.621389217684012307e-05,4.421184752438610808e-05,4.647822191508184874e-05
4.771581427665660670e-05,4.341804828694378280e-05,4.431122373135934272e-05
4.303988773518692775e-05,4.391781263088050786e-05,4.431791033379007568e-05
4.559771256928612588e-05,4.141715578911129344e-05,4.485843386338250012e-05
4.625746209217619030e-05,4.418034667073225533e-05,4.423958333691606489e-05
4.590245792795054553e-05,4.460857458378879596e-05,4.465970316615482002e-05
4.470841418265824918e-05,4.463185970727729827e-05,4.470069321664884036e-05
4.644363708300613025e-05,4.328336638999812628e-05,4.435110392056925555e-05
4.629177907755992579e-05,4.508999536306922427e-05,4.506473519956661863e-05
4.476699496967914086e-05,4.260397963693140854e-05,4.470212588194819611e-05
4.555412092630980959e-05,4.401399828099913849e-05,4.155409528474899927e-05
4.478489451454070329e-05,4.375564243414402647e-05,4.434952326917950401e-05
4.563082100076032492e-05,4.366661340133833405e-05,4.461679363595580318e-05
4.568222474594459310e-05,4.343935495967547842e-05,4.331765953794383651e-05
4.646787899867524586e-05,4.344819114119237994e-05,4.487623592292456310e-05
4.396554533307157713e-05,4.396029222876885866e-05,4.281579097735945948e-05
4.364190386241922068e-05,4.154331162720189955e-05,4.351607979648381417e-05
4.531039531539483080e-05,4.201696693968551207e-05,4.362359940068637849e-05
4.523880956463518068e-05,4.025570796942731143e-05,4.221194317222215319e-05
4.578555426028002963e-05,4.352509850297782255e-05,4.251090797394647448e-05
4.251267528381812350e-05,4.263842816775920337e-05,4.308499657033956624e-05
4.269556183542132319e-05,4.533432129458787576e-05,4.328993826696674415e-05
4.360766821351901338e-05,4.195372064545149201e-05,4.295443902001596108e-05
4.357762426757489586e-05,4.240303329113829947e-05,4.212244722921275710e-05
4.337223258878231076e-05,4.299982571481261148e-05,4.222979143289259523e-05
4.542934494782437506e-05,4.335083538594374631e-05,4.265045738449383181e-05
4.284781324509944129e-05,4.460216843345392220e-05,4.302472697919621566e-05
4.253506055966591628e-05,4.463482604341360247e-05,4.178780875758824855e-05
4.236370873303786156e-05,4.451932824055231114e-05,4.122939157351206715e-05
4.399716633514118926e-05,4.081674112676797803e-05,4.115839087271148440e-05
4.272366769975572575e-05,4.123825637996773240e-05,4.315018044243384076e-05
4.300585615206867272e-05,4.128840615277314498e-05,4.051614348728790459e-05
4.276570950663693564e-05,4.184397650290661751e-05,4.224479139995853701e-05
4.529991500303803353e-05,4.243734965632956608e-05,4.360866129420662283e-05
4.401057903740913317e-05,4.022642240453918678e-05,4.159985509917630766e-05
4.486688030255079137e-05,4.170987907060416818e-05,4.175161033096888390e-05
4.490043062166168818e-05,4.140068016011980509e-05,4.341567123206083634e-05
4.397947112649834860e-05,4.341639760479791446e-05,4.152250463478140377e-05
4.432506129023342721e-05,4.194072170493013340e-05,4.235092505727435847e-05
4.275381301174208511e-05,4.236401825482803820e-05,4.207078152986437917e-05
4.382898923966204986e-05,4.084577979791077958e-05,4.291347798296257077e-05
4.313868477654757868e-05,4.096054579531929377e-05,4.076231869231810049e-05
4.356971511389206870e-05,4.244346535831415286e-05,4.351676284801976016e-05
4.233491964858568293e-05,4.180118117563181088e-05,4.245499209732003077e-05
4.386649606500839628e-05,4.086723171433843824e-05,4.158892196957290725e-05
4.251629396191782738e-05,4.061493906620669358e-05,4.172881164260246981e-05
4.326529552216472953e-05,4.078650486975266551e-05,4.214893821893774521e-05
4.371470517346337287e-05,4.139866952773105279e-05,3.921582973134404637e-05
4.182689844500287938e-05,4.274488387403485140e-05,3.950339021512769787e-05
4.264660529434081813e-05,4.044835516617568131e-05,4.101876691785329881e-05
4.225804556915330337e-05,4.194718795395469707e-05,4.094735981665436285e-05
4.133283602634573692e-05,4.076972100507422991e-05,4.066401299229258754e-05
4.244196619924212380e-05,4.160384100719184691e-05,4.156865804068260526e-05
4.426259062005895415e-05,4.057448289143255086e-05,4.055281631457860356e-05
4.179904446452787546e-05,3.819395193804196167e-05,4.057736007630482014e-05
4.133332437068197205e-05,4.015676013618335388e-05,3.883281348658923114e-05
4.123319167490043527e-05,4.024957274636322893e-05,4.040162883975572077e-05
4.347496389229446969e-05,3.822266954466772246e-05,4.051041132036829214e-05
4.281863170991698350e-05,4.058975262501629875e-05,4.015617394544139735e-05
4.152529942236643084e-05,3.941492691713928133e-05,3.938679924072854339e-05
4.359473324359443920e-05,4.099661646744487983e-05,3.998911631664605238e-05
4.312149394492268616e-05,4.053712336940177289e-05,4.075834832809168356e-05
4.099348010513801039e-05,4.075425219215415981e-05,3.939046928879396932e-05
4.356724114283430942e-05,3.907817166622396822e-05,4.143440260325977515e-05
4.122820503937329632e-05,4.139962170635984984e-05,3.954370014174664609e-05
4.096191349696839306e-05,4.002207072820565851e-05,4.007473614456824563e-05
4.026790833596303809e-05,3.956929901202874676e-05,3.906369672544632022e-05
4.022528951767403077e-05,3.890587669003832866e-05,3.887486396475642032e-05
4.233482797503126770e-05,3.890396166657578185e-05,4.062798620807457829e-05
4.196134050630131020e-05,4.030602126710943514e-05,3.892466786766578886e-05
4.300221851623881454e-05,3.891291941782379902e-05,4.035855901486029655e-05
4.157330431703605144e-05,3.858708794353857513e-05,3.872614968064537548e-05
4.114975840536214054e-05,4.126614982247597325e-05,3.906354866328954007e-05
3.993342660151568107e-05,3.931068991149409201e-05,4.076381794130420834e-05
4.144453012894014750e-05,3.740914834393269887e-05,3.877257504625833309e-05
3.976302491571749803e-05,3.852505070714149670e-05,3.933255671700087048e-05
4.091174795482458327e-05,3.990647553812392076e-05,4.005182199866200149e-05
4.094656041512462940e-05,3.975546886279295229e-05,3.741843411025880771e-05
4.008139645875094482e-05,3.861921410303621440e-05,3.956173757045850138e-05
3.964276583546075966e-05,3.948887430304922139e-05,3.944814917506886918e-05
3.941953655779042960e-05,4.140874095458071198e-05,4.043809454136478276e-05
4.061891563297040071e-05,3.844660648965408879e-05,3.861571450918429009e-05
4.098974833427742882e-05,3.935671686279839125e-05,3.917368819513045272e-05
3.946100884279319737e-05,3.981184597680855950e-05,3.886660751023382027e-05
3.713405376166447979e-05,3.886722508915343765e-05,3.945047716491175311e-05
3.970048804661998628e-05,3.872608274645287970e-05,3.716984484537375012e-05
3.942789623597381588e-05,3.858095849374194972e-05,3.841189399265241698e-05
3.816551928184088675e-05,4.048248820028990327e-05,3.944904475386472537e-05
4.061489946946866185e-05,3.812863653873586293e-05,3.819130593885047348e-05
4.242464285579368899e-05,3.940634717915417450e-05,3.763127893385845237e-05
4.108487449499714951e-05,3.793484738538882708e-05,3.859303964869296050e-05
4.068008649811166212e-05,3.810481962168815978e-05,3.830061344745668022e-05
4.025220066077139888e-05,3.921107602633426353e-05,3.668933690618758669e-05
3.873196702803137384e-05,3.736960841431471157e-05,3.727389753035811366e-05
3.818623391709312332e-05,3.849369170019917850e-05,3.758883279018453686e-05
3.716589668853832252e-05,3.648277012475931375e-05,3.698310093224413143e-05
3.981021982733636065e-05,3.759447451076052449e-05,3.797429284411023439e-05
3.816552247163021433e-05,3.837237695578648189e-05,3.794950969961372484e-05
3.832411232271258763e-05,3.882453100013579515e-05,3.744987750049553847e-05
3.790791643983703718e-05,3.690229220280989497e-05,3.977777329617319138e-05
4.106512662687109873e-05,3.910400700741139206e-05,3.711332111434859408e-05
4.044820547461320468e-05,3.935898101185829367e-05,3.580852988517939497e-05
3.974674819328743802e-05,3.756210701096530556e-05,3.855040156377561461e-05
3.951831805248044700e-05,3.827314080607955541e-05,3.793370667402090661e-05
3.903006803661040726e-05,3.833167947144663950e-05,3.747752953336860437e-05
3.958134077875275002e-05,3.839809309044588847e-05,3.735366659135128993e-05
4.050810063524740140e-05,3.869295428736877976e-05,3.696405161610223487e-05
4.041400119430253344e-05,3.721883457879486843e-05,3.662397448235563347e-05
3.846527704807316814e-05,3.675122448513543078e-05,3.651818069862811697e-05
3.837298860892331950e-05,3.853864268615727267e-05,3.779205640570430574e-05
4.158540911395794377e-05,3.512176146406677978e-05,3.787832328205083374e-05
3.810661637914394367e-05,3.712801487808221310e-05,3.692193543495056332e-05
3.899005718604379409e-05,3.415569253723253778e-05,3.711735920669759366e-05
4.057190211064128917e-05,3.721072446331800124e-05,3.846860250690703508e-05
3.758973876259640105e-05,3.636173381653853951e-05,3.510760664410530557e-05
3.760902685953718952e-05,3.693726291641456685e-05,3.592104455321427117e-05
3.879458222829034836e-05,3.677480425648806464e-05,3.563877130180648803e-05
3.967020659427385177e-05,3.957845925890060947e-05,3.723789494901440792e-05
3.842763920238088194e-05,3.822281645839626697e-05,3.550963566613753365e-05
3.703122897850007927e-05,3.719105985699759013e-05,3.583683318133382888e-05
3.647275803519574289e-05,3.657969197885198228e-05,3.718592529770899514e-05
3.789447471107929049e-05,3.613100005917100119e-05,3.751458627640792822e-05
3.884157470216548485e-05,3.592195939798978777e-05,3.417882879374599143e-05
3.913164901117216526e-05,3.749081252010595444e-05,3.574482335489358436e-05
3.827909233687523080e-05,3.582216861265614889e-05,3.518105654779024127e-05
3.722920902341410202e-05,3.463397681429183239e-05,3.713472510228409758e-05
3.793821935994371076e-05,3.585718170452992080e-05,3.522231048265669743e-05
3.901502628146276283e-05,3.448198152342029049e-05,3.482949519417129393e-05
3.625165110989364445e-05,3.713300200559623541e-05,3.547585373939918490e-05
3.933402959496748805e-05,3.684383879424576433e-05,3.553342871251261346e-05
3.771759899557553029e-05,3.784998729239370959e-05,3.393054654833497325e-05
